scene_id,im_id,obj_id,score,R,t,time
1516,60,10,1,0.51700026 0.8398873 -0.16522786 0.8550481 -0.49769184 0.14558738 0.04004443 -0.21654649 -0.97545075,-0.21641213 0.13505375 0.84962916,-1
1516,64,10,1,0.29615906 0.9016005 -0.31528777 0.7726709 -0.032101557 0.6339945 0.56148857 -0.4313769 -0.7061477,-0.19572094 0.084111296 0.78345627,-1
1516,68,10,1,-0.47822797 -0.8760963 -0.06126414 0.81378573 -0.4158233 -0.40600964 0.3302285 -0.24402106 0.91181296,-0.17103326 0.042055994 0.7055248,-1
1517,56,10,1,-0.4218721 -0.89196056 0.16257389 0.110673904 -0.22863328 -0.9672012 0.8998751 -0.3900425 0.19517078,0.15605038 0.30811214 0.8355617,-1
1517,60,10,1,-0.3921508 -0.91729325 -0.06921626 0.52006346 -0.15900834 -0.83919626 0.75878304 -0.36508834 0.53940594,0.15302515 0.28870195 0.79133725,-1
1517,64,10,1,0.10100045 0.9934844 -0.052799538 0.8098547 -0.0512745 0.5843854 0.5778705 -0.10178314 -0.80975676,0.1466333 0.24112773 0.71133894,-1
1517,68,10,1,0.22110061 0.974486 0.038620427 0.7282785 -0.19131763 0.6580334 0.6486331 -0.11736516 -0.75199765,0.11666749 0.18435259 0.62955046,-1
1518,56,10,1,-0.504263 0.8634878 0.010372253 0.6899919 0.4101084 -0.5964246 -0.5192591 -0.2935981 -0.80260205,0.04554399 0.21890812 0.8086423,-1
1518,60,10,1,-0.20760123 0.9782132 0.0008844874 0.88601375 0.18841729 -0.42364916 -0.41458586 -0.08716642 -0.9058259,0.04114308 0.18540281 0.78171223,-1
1518,64,10,1,0.13322365 0.98504055 -0.10930046 0.991063 -0.13315965 0.007917371 -0.00675548 -0.10937842 -0.9939772,0.019690262 0.10193378 0.73864037,-1
1518,68,10,1,0.3924892 0.50366926 0.7695905 0.90961385 -0.33648196 -0.2436854 0.13621648 0.795674 -0.59021,-0.004177034 0.025529586 0.7136274,-1
1519,56,10,1,0.16096187 -0.95768213 0.23861282 0.36841968 0.28259203 0.88566846 -0.915619 -0.05464919 0.3983155,-0.1368014 0.1401924 0.92623913,-1
1519,60,10,1,0.11155688 -0.9879608 0.107184805 0.89523876 0.14673288 0.4207339 -0.43139616 0.04902023 0.90082985,-0.14329408 0.097477145 0.90958875,-1
1519,64,10,1,0.09349389 -0.9807281 -0.1715556 0.9822945 0.06276585 0.17651603 -0.16234638 -0.18502128 0.9692321,-0.12559713 0.014466735 0.87829065,-1
1519,68,10,1,-0.013016574 -0.9981402 -0.059553474 0.9910188 -0.0049506584 -0.13363144 0.13308808 -0.060758036 0.98924005,-0.10615642 -0.066764325 0.8589579,-1
1520,66,11,1,0.8700526 -0.0040625855 -0.4929422 -0.49089736 -0.098496884 -0.8656316 -0.04503657 0.995129 -0.08769178,-0.08746405 0.07547503 0.8279979,-1
1520,70,11,1,0.92667246 -0.2489237 -0.2816293 -0.28332478 0.029767346 -0.9585619 0.24699216 0.96806544 -0.042941693,-0.11965166 0.013760905 0.83319163,-1
1521,66,11,1,-0.30121052 -0.8946103 0.33006734 -0.3001465 -0.23959896 -0.92331165 0.90508795 -0.37717974 -0.19634444,0.13001117 0.088103555 0.82255423,-1
1521,70,11,1,-0.30476183 -0.9188103 0.25081444 0.0014175785 -0.26377928 -0.964582 0.95242757 -0.29361224 0.08169234,0.13259865 0.026809819 0.8123785,-1
1522,66,11,1,-0.90614843 0.3306657 0.2637332 -0.10607436 0.42594993 -0.89850706 -0.40944257 -0.8421561 -0.3508987,0.0043740664 -0.065326534 0.97169197,-1
1522,70,11,1,-0.84994614 0.4876213 0.19954175 0.063858144 0.47128075 -0.8796684 -0.5229853 -0.7349284 -0.4317019,0.01950092 -0.1234725 0.93765527,-1
1523,66,11,1,0.02988634 0.98577636 -0.16538405 0.26139686 -0.16740796 -0.9506031 -0.96476865 -0.014820823 -0.26268205,-0.004309158 -0.036825538 0.9474567,-1
1523,70,11,1,0.18938483 0.97511417 -0.11526382 0.4311516 -0.1880497 -0.88246566 -0.88218004 0.117429435 -0.45603582,0.00071729935 -0.09084511 0.9217523,-1
1524,66,11,1,0.8060885 0.39018863 -0.44494274 0.08926704 -0.8234191 -0.560368 -0.5850236 0.41198748 -0.6985797,-0.10522159 0.20621341 0.7440688,-1
1524,70,11,1,0.9310441 0.24814081 -0.26754987 0.06780273 -0.8380723 -0.5413294 -0.35855207 0.48586094 -0.797107,-0.11954493 0.15027305 0.69212,-1
1525,66,11,1,-0.790542 -0.50613296 0.34477928 -0.6105675 0.60777795 -0.5077532 0.04744139 -0.6119113 -0.7895023,0.06466333 0.1548587 0.795645,-1
1525,70,11,1,-0.9430838 -0.3192185 0.09323365 -0.30223355 0.7057631 -0.6407444 0.13873656 -0.632454 -0.76207227,0.07595534 0.13541403 0.7319094,-1
1526,66,11,1,-0.3368169 -0.92788386 0.15995587 -0.78313065 0.18175264 -0.5947036 0.52274346 -0.32557258 -0.7878717,0.04273408 0.036997963 0.8528897,-1
1526,70,11,1,-0.38590926 -0.9224361 0.01362412 -0.5891168 0.23504362 -0.7731079 0.70994043 -0.30637568 -0.63412815,0.04132151 -0.00065008865 0.7989625,-1
1527,66,11,1,0.88265187 -0.2770561 -0.37969136 -0.46294135 -0.6521714 -0.600298 -0.08130763 0.70562893 -0.70390105,0.023830736 0.05977122 0.876365,-1
1527,70,11,1,0.9231191 -0.3813773 -0.04901266 -0.29395014 -0.6177702 -0.7293512 0.24787945 0.6876854 -0.6823815,-0.0025964084 0.0044145 0.84105045,-1
1528,58,12,1,0.5912201 -0.801003 -0.09409012 0.7923565 0.59863865 -0.11748608 0.15043269 -0.0050927848 0.9886071,-0.087081775 0.103813045 0.6743718,-1
1528,62,12,1,0.7860723 -0.28159112 0.5502699 0.26678333 0.957582 0.108920306 -0.5575994 0.061183594 0.82785237,-0.10407762 -0.00021969012 0.7066862,-1
1528,66,12,1,0.46642902 -0.27926874 0.8393169 -0.04678437 0.9397373 0.3386812 -0.88332057 -0.19723766 0.42525536,-0.14824551 -0.082315065 0.7335884,-1
1528,70,12,1,0.38398534 -0.101447426 -0.9177493 -0.2556426 -0.96677136 -9.429884e-05 -0.8872441 0.23465201 -0.3971603,-0.18875316 -0.102953225 0.76452243,-1
1529,58,12,1,-0.15050961 0.43762165 -0.8864729 0.9628744 -0.13836984 -0.23178995 -0.22409742 -0.88844866 -0.40054873,0.26469883 0.14466578 0.83573765,-1
1529,62,12,1,0.53053397 -0.12467131 -0.8384455 0.5351771 0.81632423 0.21725619 0.6573577 -0.5639786 0.49980897,0.27150178 0.052086834 0.8281797,-1
1529,66,12,1,0.61937284 -0.111684285 -0.7771126 0.32076657 0.9394435 0.12064278 0.71657944 -0.3239946 0.6176904,0.25954592 -0.05191959 0.7949677,-1
1529,70,12,1,0.5680145 -0.24531674 -0.7856076 0.45163697 0.89089066 0.048352335 0.68802875 -0.38227427 0.6168329,0.21173918 -0.09542588 0.77893263,-1
1530,58,12,1,-0.78445905 0.6033883 0.14334054 0.5923716 0.66056114 0.46125346 0.18362977 0.44674534 -0.8756133,-0.070002355 -0.11328753 1.1110963,-1
1530,62,12,1,-0.7667129 0.45689017 -0.4510018 0.22815412 0.8505632 0.4738014 0.6000808 0.26037174 -0.75637925,-0.019111035 -0.18010522 1.0647973,-1
1530,66,12,1,-0.81409276 0.17258573 -0.5544972 -0.06248915 0.9232429 0.37910116 0.577363 0.34327355 -0.74082065,0.011666575 -0.22728619 0.9651889,-1
1530,70,12,1,-0.61869943 0.041158333 -0.78454894 -0.31369472 0.9026226 0.29473394 0.7202823 0.4284606 -0.5455409,0.04290824 -0.25387207 0.9188279,-1
1531,58,12,1,-0.015040382 0.3710012 0.92851055 0.98669595 -0.14483356 0.073853455 0.16187923 0.9172684 -0.36388704,-0.10638569 0.013951959 0.989923,-1
1531,62,12,1,-0.53569734 0.44181904 0.71960014 0.8329012 0.41669083 0.36420378 -0.13893858 0.7944588 -0.5912118,-0.1157849 -0.0735196 0.9695056,-1
1531,66,12,1,-0.81638414 0.096567415 0.5693783 0.27273294 0.9335185 0.23272286 -0.5090518 0.34527946 -0.7884468,-0.09773445 -0.17080666 0.9244086,-1
1531,70,12,1,-0.8557875 0.1622539 0.49122432 0.23230942 0.9689496 0.08466936 -0.4622337 0.18657503 -0.8669082,-0.063883334 -0.22689235 0.9217929,-1
1532,58,12,1,0.113018826 -0.18023506 -0.9771091 0.951761 0.30198228 0.054384027 0.2852677 -0.93612075 0.20567039,-0.14492145 0.25976595 0.7437802,-1
1532,62,12,1,0.2785182 0.22397849 0.93394935 0.8786477 -0.4520874 -0.1536074 0.3878219 0.86339486 -0.32271275,-0.17892793 0.24393688 0.7010215,-1
1532,66,12,1,-0.11163196 0.3089983 0.9444884 0.9847355 0.1621196 0.06334993 -0.13354506 0.9371431 -0.32237932,-0.18358696 0.15987726 0.62022465,-1
1532,70,12,1,-0.19965734 0.31629935 0.9274112 0.9232075 0.37789714 0.069868155 -0.32836685 0.8701427 -0.3674599,-0.19065267 0.098271556 0.604962,-1
1533,58,12,1,-0.5155262 0.63136786 -0.57931644 0.14818795 0.7315864 0.6654486 0.8439628 0.25720847 -0.470713,0.12953374 0.09750792 0.89719194,-1
1533,62,12,1,-0.43197486 0.22564003 -0.87320346 -0.22983997 0.9086877 0.3485115 0.8721074 0.35124525 -0.34066918,0.14109704 0.06537571 0.81298494,-1
1533,66,12,1,-0.2476259 -0.15983176 -0.955581 -0.7735728 0.6264424 0.095681325 0.5833236 0.76290464 -0.2787649,0.13442111 0.035508104 0.7150626,-1
1533,70,12,1,-0.01827693 -0.20381995 -0.9788377 -0.8384248 0.5364859 -0.09605545 0.5447107 0.8189262 -0.18069302,0.14195852 0.048670847 0.65548927,-1
1534,58,12,1,-0.23967928 0.16613781 -0.9565313 0.3819012 0.9219539 0.064438686 0.89258343 -0.34985584 -0.2844215,0.16746774 0.050932396 0.9095898,-1
1534,62,12,1,0.20830034 0.016646348 -0.9779232 -0.16419233 0.98626065 -0.018185144 0.9641845 0.16435546 0.20817162,0.16295364 -0.012301452 0.8227273,-1
1534,66,12,1,0.6111904 0.11385152 -0.7832523 -0.43342307 0.8761771 -0.21085152 0.6622619 0.46835005 0.5848568,0.13158327 -0.0619738 0.7490454,-1
1534,70,12,1,0.7828136 0.08172889 -0.6168657 -0.37171814 0.8564372 -0.35824707 0.4990276 0.5097408 0.70081073,0.09579792 -0.06934902 0.698802,-1
1535,58,12,1,0.49459073 -0.8338376 -0.24514256 0.5859543 0.52822393 -0.6145218 0.6419016 0.16029444 0.7498453,0.024457218 0.14649028 0.7887924,-1
1535,62,12,1,0.7353247 -0.54901963 0.39733478 0.67507327 0.5416529 -0.50088733 0.059779428 0.63654494 0.76891935,0.007897608 0.058577623 0.7409515,-1
1535,66,12,1,0.5230698 -0.2522655 0.81410074 0.7848055 0.5150759 -0.34464052 -0.3323828 0.81918174 0.46740004,-0.016047355 -0.020619733 0.7376334,-1
1535,70,12,1,0.47581932 -0.14523162 0.8674697 0.7567357 0.57026565 -0.3196063 -0.44827127 0.8085202 0.38124534,-0.048900083 -0.062227078 0.7313342,-1
1536,44,13,1,0.13012977 0.99146456 -0.008010586 0.049602445 0.0015592705 0.9987678 0.9902554 -0.13036676 -0.048976153,0.20378518 0.20931397 0.8343573,-1
1536,48,13,1,0.20466062 0.9452278 0.2542801 -0.094980314 -0.23937565 0.96627015 0.9742139 -0.22190906 0.04078726,0.20689853 0.18366809 0.8340352,-1
1536,52,13,1,0.6562449 0.49098724 0.57295215 -0.7432015 0.2894116 0.603235 0.13036169 -0.8216888 0.55482733,0.21833959 0.10766422 0.83833146,-1
1536,56,13,1,0.40442032 0.19326052 0.8939209 -0.29525095 0.95267355 -0.072387524 -0.86560446 -0.23465602 0.44234085,0.2195585 -0.007991531 0.83569753,-1
1536,60,13,1,0.046657365 0.7352339 0.67620564 0.118877925 0.66804516 -0.7345635 -0.99181205 0.11465872 -0.056233853,0.19474633 -0.09916591 0.8151661,-1
1536,64,13,1,-0.10062881 0.8415418 0.53073645 0.16453497 0.5401751 -0.82531154 -0.98122483 0.004274592 -0.19282022,0.18965279 -0.13777708 0.8070664,-1
1536,68,13,1,-0.08010073 0.6974197 0.71217245 0.4103164 0.67419827 -0.6140824 -0.90841854 0.24302758 -0.34016654,0.1919488 -0.1041516 0.78933996,-1
1537,44,13,1,0.09234165 0.9956099 -0.015294884 0.099194884 0.0060860654 0.9950494 0.99077415 -0.09340168 -0.09819741,-0.12290942 0.2027809 0.7226649,-1
1537,48,13,1,0.021080779 0.9969947 0.07454649 0.2700139 -0.07746979 0.9597348 0.9626256 -0.00010336749 -0.27083555,-0.12629099 0.17078842 0.7195859,-1
1537,52,13,1,0.044278182 0.9394294 0.33987033 0.86193866 -0.20792116 0.46241808 0.50507534 0.27247235 -0.81893694,-0.13586593 0.10330388 0.72251743,-1
1537,56,13,1,-0.4834654 0.8551833 0.1868761 0.80783653 0.51810545 -0.2810103 -0.33713683 0.015106589 -0.9413345,-0.16562709 -0.0020682416 0.752965,-1
1537,60,13,1,0.13866998 0.95643425 -0.2569128 0.299057 -0.28774962 -0.90981597 -0.9441057 0.049332596 -0.32593063,-0.19121641 -0.080379695 0.787481,-1
1537,64,13,1,0.02502755 0.83777064 -0.5454485 0.14351593 -0.54297864 -0.8273919 -0.98933154 -0.057572953 -0.13382284,-0.20702937 -0.12007773 0.82311136,-1
1537,68,13,1,0.19501759 0.7674297 -0.61075336 0.16240795 -0.63938046 -0.75154257 -0.96725994 0.047372818 -0.24932714,-0.22125456 -0.08156259 0.79573214,-1
1538,44,13,1,0.013716241 0.9996394 -0.023088183 -0.62560236 0.026592102 0.7796888 0.78002155 0.003749623 0.6257415,-0.044194393 0.033959214 1.034893,-1
1538,48,13,1,-0.010076852 0.9853103 -0.17047615 -0.6098713 0.12904932 0.78192276 0.7924364 0.11184783 0.59961206,-0.052527357 0.004363969 1.0174906,-1
1538,52,13,1,0.1939765 0.5827428 -0.7891666 -0.48423105 0.7564918 0.43959126 0.8531667 0.29686862 0.4289238,-0.05318234 -0.06417347 0.98733115,-1
1538,56,13,1,0.046069093 -0.2500922 -0.9671255 -0.025143843 0.96755636 -0.25140136 0.99862176 0.035899084 0.038286164,-0.038357917 -0.16182591 0.9324778,-1
1538,60,13,1,-0.7991655 0.24557453 -0.54865986 0.5358607 -0.1225338 -0.8353674 -0.27237436 -0.96160203 -0.033668984,-0.012065973 -0.2438807 0.90240073,-1
1538,64,13,1,-0.7841844 0.3832494 -0.48803136 0.4330214 -0.22535053 -0.87275976 -0.44446278 -0.89573264 0.01076118,0.007831754 -0.27811024 0.88729334,-1
1538,68,13,1,-0.8230006 0.18967193 -0.53543866 0.42375442 -0.42272958 -0.80108166 -0.37828848 -0.88618517 0.26753238,0.0057247896 -0.25398067 0.91498727,-1
1539,44,13,1,0.0025838905 0.99742556 0.07166299 -0.57495636 -0.057151806 0.81618553 0.81817997 -0.043312028 0.5733285,-0.06978936 0.015285309 1.0666826,-1
1539,48,13,1,0.051422413 0.9610017 -0.27171957 -0.78160965 0.20808807 0.58803546 0.6216446 0.18214044 0.76182866,-0.07164321 -0.011728454 1.0678402,-1
1539,52,13,1,0.5327 0.64572775 -0.54705244 -0.6707744 0.7162926 0.19231887 0.5160353 0.26450053 0.8147067,-0.04951389 -0.08033207 1.034178,-1
1539,56,13,1,0.8074419 -0.14621425 -0.5715409 -0.34731162 0.6653063 -0.6608647 0.4768776 0.73211265 0.48641428,-0.009842807 -0.1672824 0.95960194,-1
1539,60,13,1,-0.31383315 0.8486713 0.42575315 -0.25231495 0.35774103 -0.8990876 -0.91533923 -0.3895874 0.10186148,0.026625328 -0.21454442 0.9004045,-1
1539,64,13,1,-0.23509707 0.7972771 0.5559484 -0.13975495 0.5383085 -0.8310791 -0.96187204 -0.2730808 -0.015131327,0.04302217 -0.2411047 0.8696421,-1
1539,68,13,1,0.45077598 0.6674387 0.59272814 -0.16287048 0.71437097 -0.68054926 -0.8776527 0.21023735 0.43072733,0.06299545 -0.21892773 0.90209925,-1
1540,44,13,1,0.2827147 0.95873225 -0.030080307 -0.7309587 0.23564202 0.6404469 0.6211053 -0.15907629 0.76741314,0.17145006 0.21504588 0.89931643,-1
1540,48,13,1,0.4963901 0.8660754 0.059247456 -0.7497838 0.39333862 0.5320799 0.43751693 -0.30854195 0.84461874,0.17516065 0.19231078 0.8808869,-1
1540,52,13,1,0.7750654 0.5400853 0.32799622 -0.5389384 0.8360154 -0.10307161 -0.32987735 -0.09688252 0.9390393,0.18392015 0.14901634 0.808179,-1
1540,56,13,1,0.23137823 0.70453864 0.6708872 0.18117747 0.64633113 -0.7412361 -0.9558446 0.29305553 0.021900434,0.19923007 0.095878065 0.69817585,-1
1540,60,13,1,-0.47155407 0.6194484 0.62763083 0.14467245 0.7564308 -0.63787335 -0.86988884 -0.20999089 -0.44631514,0.2013373 0.08189636 0.6143843,-1
1540,64,13,1,-0.3806185 0.67568034 0.6313363 0.34044883 0.73715925 -0.5836872 -0.85978144 -0.0072244555 -0.51061106,0.19692744 0.07580996 0.5708364,-1
1540,68,13,1,0.03836354 -0.7065328 0.7066397 -0.6144304 -0.5743582 -0.5409139 0.7880377 -0.4134296 -0.45614967,0.20552945 0.106329724 0.5914704,-1
1541,44,13,1,0.31578296 0.94848776 -0.025539262 -0.7642071 0.27019915 0.5856449 0.56237763 -0.1654194 0.81016535,-0.093770385 0.29111135 0.8551589,-1
1541,48,13,1,0.15853095 0.9739934 -0.16187857 -0.70511913 0.22644803 0.6719585 0.6911403 0.0076174587 0.72268045,-0.102835745 0.27604073 0.83636945,-1
1541,52,13,1,-0.017714337 0.91994154 -0.3916553 -0.05676872 0.39015952 0.91899556 0.9982303 0.038513165 0.04531247,-0.10766307 0.22522268 0.75905544,-1
1541,56,13,1,0.059027806 0.7957132 -0.60279024 0.8288894 0.2974299 0.47379074 0.55628943 -0.5276133 -0.6420017,-0.11725811 0.15015532 0.686354,-1
1541,60,13,1,-0.34364107 0.80024916 -0.4914389 0.9067018 0.14645723 -0.39552775 -0.24454592 -0.5815081 -0.77591604,-0.12024796 0.06310378 0.64984334,-1
1541,64,13,1,-0.45748976 0.6613296 -0.5944293 0.8565442 0.14820607 -0.49433488 -0.23882027 -0.7353081 -0.63426083,-0.115333684 0.029806908 0.62815416,-1
1541,68,13,1,-0.5330921 0.19375794 -0.8235719 0.8364013 0.26733828 -0.47850096 0.12745893 -0.9439217 -0.3045753,-0.12304593 0.046496905 0.66228527,-1
1542,44,13,1,0.081693456 0.9799096 -0.18194333 -0.6292214 0.1922816 0.7530659 0.7729209 0.05296208 0.6322882,-0.030551532 0.19222043 0.86412853,-1
1542,48,13,1,0.034618612 0.9872732 -0.15521953 -0.5609204 0.14773735 0.8145808 0.8271456 0.058866143 0.5588962,-0.027837051 0.17018051 0.8507722,-1
1542,52,13,1,-0.08941069 0.98283386 0.16137913 0.0036874476 -0.16170031 0.98683304 0.99598795 0.088828504 0.010833589,-0.028702654 0.12313132 0.8028555,-1
1542,56,13,1,-0.2570858 0.9226015 0.28759933 0.9067368 0.12734836 0.40200844 0.3342683 0.36412755 -0.8692962,-0.036721136 0.03169511 0.7425143,-1
1542,60,13,1,-0.22958569 0.97230315 0.04378482 0.9703635 0.23214908 -0.06709371 -0.07540003 0.027083434 -0.9967855,-0.058229987 -0.06127124 0.7128122,-1
1542,64,13,1,-0.28601736 0.92345566 -0.25578052 0.86067 0.1302334 -0.49222597 -0.42123765 -0.3609278 -0.83203965,-0.06883184 -0.11426244 0.71448696,-1
1542,68,13,1,-0.40642542 0.8744598 -0.26483628 0.9106546 0.36410457 -0.19528416 -0.07434006 -0.3205428 -0.94431233,-0.0922674 -0.0815712 0.733229,-1
1543,44,13,1,0.027791297 0.9996128 -0.0013683819 -0.5572454 0.016629014 0.83018136 0.8298827 -0.022309292 0.5574917,0.07295246 0.15046006 0.97706944,-1
1543,48,13,1,0.064291246 0.992209 0.1067132 -0.59378034 -0.04791037 0.80319947 0.8020545 -0.1150029 0.5860741,0.07201834 0.1281123 0.959337,-1
1543,52,13,1,0.66487366 0.5377775 0.51839995 -0.7297875 0.61562157 0.29735556 -0.15922703 -0.5760257 0.80177385,0.08658164 0.07144757 0.9167815,-1
1543,56,13,1,0.20146249 0.37967414 0.9029177 0.13878527 0.90145344 -0.41002473 -0.9696141 0.20791627 0.12891589,0.07799779 -0.0077412557 0.84073687,-1
1543,60,13,1,-0.15258028 0.7153075 0.681949 0.68494016 0.5739684 -0.44879535 -0.7124439 0.39861697 -0.57751906,0.053909723 -0.06960928 0.76864475,-1
1543,64,13,1,-0.484451 0.7730019 0.40960386 0.7082163 0.6214071 -0.33508655 -0.5135533 0.12775514 -0.84849375,0.024940955 -0.104240194 0.7349813,-1
1543,68,13,1,-0.22692053 0.9080241 0.35213527 0.9546411 0.27895495 -0.10413658 -0.1927884 0.31253207 -0.93013775,0.036483746 -0.061087918 0.7390517,-1
1544,45,14,1,0.36495736 0.89356744 0.2614259 0.38039342 -0.39940095 0.83413416 0.84976876 -0.2049787 -0.4856715,0.036432333 0.055712555 0.7603646,-1
1544,49,14,1,-0.28800413 0.95074064 -0.11465524 0.09582066 -0.090516865 -0.9912745 -0.95282316 -0.29647747 -0.06503137,-0.04749568 -0.018395726 0.77860516,-1
1544,53,14,1,-0.5687846 0.8029179 -0.1783445 -0.010367289 -0.2238174 -0.97457594 -0.82242113 -0.55247486 0.13562797,-0.13164416 -0.047775917 0.8230525,-1
1544,57,14,1,-0.7704256 0.6103125 -0.18429074 0.04960676 -0.23080532 -0.9717345 -0.63559705 -0.7577912 0.1475427,-0.17856236 -0.034562077 0.858003,-1
1544,61,14,1,-0.6959549 0.6947462 -0.18158874 0.07584649 -0.18034464 -0.9806748 -0.71406865 -0.6962783 0.07281768,-0.18394488 -0.021321345 0.87579936,-1
1544,65,14,1,-0.72781223 0.67224723 -0.13554665 0.0353115 -0.16065544 -0.98637867 -0.68486667 -0.72268486 0.09318894,-0.17836434 -0.017173195 0.8796149,-1
1544,69,14,1,-0.7344816 0.6657234 -0.13171653 0.025661064 -0.16670853 -0.9856723 -0.67814326 -0.72733814 0.10536118,-0.17736311 -0.027641013 0.88167703,-1
1544,73,14,1,-0.7416478 0.66287065 -0.10276692 -0.0018899293 -0.15526724 -0.98787075 -0.6707868 -0.7324579 0.11640639,-0.17436324 -0.03354028 0.87974256,-1
1545,48,14,1,0.8898152 0.23848224 0.38904372 0.3417316 0.2167387 -0.9144637 -0.30240417 0.94665223 0.11136049,0.17080256 0.033433415 0.9073085,-1
1545,52,14,1,0.95880014 0.23640873 0.15752228 0.09190956 0.2665278 -0.95943505 -0.26880288 0.9343842 0.23381867,0.16243295 -0.029600536 0.83523226,-1
1545,56,14,1,0.89039624 0.44314632 0.10399911 0.021121169 0.18800725 -0.98194045 -0.45469594 0.8765127 0.1580412,0.13728085 -0.037669864 0.7799111,-1
1545,60,14,1,0.9197536 0.38920376 0.050731514 -0.027175158 0.19208989 -0.98100096 -0.39155433 0.90090054 0.18725204,0.113207765 -0.029485526 0.7611372,-1
1545,64,14,1,0.9068409 0.41644707 0.064894706 -0.012511947 0.18050303 -0.9834949 -0.4212872 0.8910615 0.1688981,0.1036337 -0.023298722 0.76261026,-1
1545,68,14,1,0.90453744 0.42157987 0.06389345 -0.016899271 0.185173 -0.98256063 -0.4260591 0.88768315 0.17462032,0.10456105 -0.030389225 0.7681071,-1
1545,72,14,1,0.923163 0.37120545 0.099882714 0.015416996 0.22387317 -0.9744963 -0.38409942 0.9011588 0.20094855,0.105670765 -0.036152147 0.77020806,-1
1546,47,14,1,0.0070646247 0.9730482 -0.2304934 0.31957972 -0.220608 -0.92152095 -0.9475331 -0.06715082 -0.31252503,-0.10427478 -0.13106008 0.9671782,-1
1546,51,14,1,-0.27666894 -0.9594234 -0.054414157 -0.30474898 0.14130035 -0.9418929 0.9113629 -0.24400987 -0.33147675,-0.013403638 -0.17954881 0.93721986,-1
1546,55,14,1,0.22416179 -0.93005484 0.29111734 -0.34927645 -0.35554576 -0.8669447 0.90981174 0.09265543 -0.40454608,0.062462885 -0.175884 0.9166324,-1
1546,59,14,1,0.97857374 -0.06268033 0.19612406 0.14917406 -0.44071627 -0.8851646 0.14191745 0.8954555 -0.42192307,0.08973973 -0.15374582 0.90282136,-1
1546,63,14,1,-0.015618328 -0.98694104 0.1603232 -0.37037808 -0.14322592 -0.91777253 0.9287498 -0.07371427 -0.36330438,0.09000209 -0.13849624 0.89842105,-1
1546,67,14,1,0.6500403 -0.7411394 0.16780968 -0.25471628 -0.4205682 -0.870771 0.71593803 0.5232924 -0.4621665,0.087586194 -0.14308679 0.8946025,-1
1546,71,14,1,0.7119564 -0.6910969 0.124512464 -0.24789512 -0.41324446 -0.8762289 0.6570131 0.5929707 -0.4655315,0.082532786 -0.14878349 0.89164466,-1
1547,46,14,1,-0.85122913 -0.10961544 -0.51321876 -0.06456367 0.99238765 -0.1048725 0.5208076 -0.056135245 -0.8518264,-0.06258449 0.0074685235 0.8433432,-1
1547,50,14,1,-0.5443028 -0.8322909 -0.1050065 -0.4159936 0.3764884 -0.8277716 0.72848046 -0.4068764 -0.55115134,-0.04856293 -0.112295754 0.8764942,-1
1547,54,14,1,-0.33225474 -0.94262254 -0.032703552 -0.43390918 0.18354636 -0.88206214 0.83745426 -0.27887896 -0.46999672,-0.0039415737 -0.15719415 0.9112895,-1
1547,58,14,1,-0.3284547 -0.9439832 -0.03182909 -0.48556137 0.19766176 -0.8515632 0.8101528 -0.26424497 -0.52328473,0.032247353 -0.16874528 0.9382569,-1
1547,62,14,1,-0.35059473 -0.9352434 -0.04902203 -0.47299704 0.22200447 -0.85263586 0.8083051 -0.27574235 -0.52020097,0.04985145 -0.1628266 0.94267267,-1
1547,66,14,1,-0.34915775 -0.9364904 -0.03277972 -0.48763958 0.21145886 -0.8470494 0.8001853 -0.27976918 -0.5305023,0.05112465 -0.16340877 0.94271064,-1
1547,70,14,1,-0.3603631 -0.93151593 -0.049156215 -0.49709353 0.23636086 -0.83488417 0.7893265 -0.2764262 -0.5482264,0.046727486 -0.16780725 0.9327796,-1
1548,45,14,1,0.83246696 0.54343855 -0.10804265 -0.35461542 0.6723912 0.6497215 0.4257306 -0.5025581 0.7524552,-0.021437796 0.28746694 0.7116285,-1
1548,49,14,1,-0.74846417 0.6467504 -0.1466809 0.6497317 0.67082155 -0.35755718 -0.13285352 -0.36292198 -0.92230016,-0.09168798 0.19304094 0.6449652,-1
1548,53,14,1,-0.96987545 0.1325842 -0.20436019 0.22606476 0.80240965 -0.55229837 0.09075455 -0.58185923 -0.80820996,-0.14570822 0.121424764 0.66319627,-1
1548,57,14,1,-0.95189565 0.11655557 -0.28338942 0.2435457 0.8490306 -0.46886307 0.18595769 -0.515327 -0.8365751,-0.16288488 0.07410043 0.70495754,-1
1548,61,14,1,-0.96178323 0.12127645 -0.24548912 0.22959118 0.8457322 -0.48168954 0.14920045 -0.51964307 -0.8412551,-0.15625419 0.06445632 0.7209421,-1
1548,65,14,1,-0.96020085 0.15870774 -0.22983958 0.25074774 0.8523079 -0.4590172 0.12304452 -0.49838045 -0.8581824,-0.15014768 0.06334409 0.72207093,-1
1548,69,14,1,-0.9643549 0.1302087 -0.23035908 0.22313479 0.86808985 -0.44343066 0.14223386 -0.47902566 -0.86620086,-0.1510558 0.061582163 0.71395946,-1
1548,73,14,1,-0.94704443 0.2292048 -0.22488192 0.30921608 0.8397685 -0.4462893 0.086557105 -0.4921929 -0.866172,-0.14779857 0.06320679 0.70539355,-1
